tx	gene_id	MCIC_FC_2024_111	MCIC_FD_2024_105	MCIC_FD_2024_204	MCIC_MD_2024_109	MCIC_MD_2024_113	MCIC_MD_2024_116
gnl|WGS:JAKSZP|L0F63_005906-T1_mrna	L0F63_005906	452.677	451.496	455.598	452.108	449.115	445.576
gnl|WGS:JAKSZP|L0F63_005916-T1_mrna	L0F63_005916	128.721	128.026	131	128.521	126.253	124.632
gnl|WGS:JAKSZP|L0F63_005917-T1_mrna	L0F63_005917	548.671	547.488	551.589	548.096	545.103	541.536
gnl|WGS:JAKSZP|L0F63_005918-T1_mrna	L0F63_005918	55.109	54.925	56.401	55.151	54.025	53.577
gnl|WGS:JAKSZP|L0F63_005955-T1_mrna	L0F63_005955	234.522	233.442	237.307	234.011	231.222	228.303
unassigned_transcript_860	L0F63_006007	8.577	8.23	8.302	8.506	8.471	8.673
gnl|WGS:JAKSZP|L0F63_006012-T1_mrna	L0F63_006012	45.482	45.394	46.695	45.509	44.743	44.463
unassigned_transcript_861	L0F63_006023	8.997	8.84	8.942	8.973	9.032	9.158
gnl|WGS:JAKSZP|L0F63_006073-T1_mrna	L0F63_006073	347.745	346.583	350.654	347.205	344.22	340.826
gnl|WGS:JAKSZP|L0F63_006102-T1_mrna	L0F63_006102	875.668	874.478	878.583	875.096	872.099	868.527
gnl|WGS:JAKSZP|L0F63_006118-T1_mrna	L0F63_006118	1976.668	1975.478	1979.583	1976.096	1973.099	1969.527
gnl|WGS:JAKSZP|L0F63_006157-T1_mrna	L0F63_006157	1931.668	1930.478	1934.583	1931.096	1928.099	1924.527
gnl|WGS:JAKSZP|L0F63_006184-T1_mrna	L0F63_006184	43.526	43.428	44.689	43.51	42.857	42.601
unassigned_transcript_862	L0F63_006198	8.825	8.563	8.639	8.739	8.731	8.941
unassigned_transcript_863	L0F63_006213	8.899	8.691	8.807	8.856	8.874	9.059
gnl|WGS:JAKSZP|L0F63_006219-T1_mrna	L0F63_006219	1319.668	1318.478	1322.583	1319.096	1316.099	1312.527
gnl|WGS:JAKSZP|L0F63_006238-T1_mrna	L0F63_006238	264.153	263.021	266.99	263.619	260.725	257.629
gnl|WGS:JAKSZP|L0F63_006245-T1_mrna	L0F63_006245	1910.668	1909.478	1913.583	1910.096	1907.099	1903.527
gnl|WGS:JAKSZP|L0F63_006252-T1_mrna	L0F63_006252	1351.668	1350.478	1354.583	1351.096	1348.099	1344.527
gnl|WGS:JAKSZP|L0F63_006261-T1_mrna	L0F63_006261	1218.668	1217.478	1221.583	1218.096	1215.099	1211.527
gnl|WGS:JAKSZP|L0F63_006271-T1_mrna	L0F63_006271	2903.668	2902.478	2906.583	2903.096	2900.099	2896.527
unassigned_transcript_864	L0F63_006274	8.577	8.23	8.302	8.506	8.471	8.673
unassigned_transcript_865	L0F63_006284	8.577	8.23	8.302	8.506	8.471	8.673
gnl|WGS:JAKSZP|L0F63_006317-T1_mrna	L0F63_006317	27.118	26.906	27.678	26.929	26.924	26.992
gnl|WGS:JAKSZP|L0F63_006330-T1_mrna	L0F63_006330	2883.668	2882.478	2886.583	2883.096	2880.099	2876.527
gnl|WGS:JAKSZP|L0F63_006334-T1_mrna	L0F63_006334	2012.668	2011.478	2015.583	2012.096	2009.099	2005.527
gnl|WGS:JAKSZP|L0F63_006339-T1_mrna	L0F63_006339	1769.668	1768.478	1772.583	1769.096	1766.099	1762.527
gnl|WGS:JAKSZP|L0F63_006343-T1_mrna	L0F63_006343	1226.668	1225.478	1229.583	1226.096	1223.099	1219.527
gnl|WGS:JAKSZP|L0F63_006373-T1_mrna	L0F63_006373	549.671	548.488	552.589	549.096	546.103	542.536
unassigned_transcript_866	L0F63_006380	8.222	7.716	8.055	8.108	7.949	8.389
unassigned_transcript_867	L0F63_006420	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_006458-T1_mrna	L0F63_006458	44.82	44.732	46.024	44.838	44.103	43.836
gnl|WGS:JAKSZP|L0F63_006466-T1_mrna	L0F63_006466	1544.668	1543.478	1547.583	1544.096	1541.099	1537.527
gnl|WGS:JAKSZP|L0F63_006494-T1_mrna	L0F63_006494	237.478	236.385	240.267	236.963	234.165	231.219
gnl|WGS:JAKSZP|L0F63_006519-T1_mrna	L0F63_006519	1271.668	1270.478	1274.583	1271.096	1268.099	1264.527
gnl|WGS:JAKSZP|L0F63_006520-T1_mrna	L0F63_006520	86.418	86.052	88.195	86.464	84.627	83.611
gnl|WGS:JAKSZP|L0F63_006525-T1_mrna	L0F63_006525	758.669	757.478	761.583	758.096	755.099	751.527
gnl|WGS:JAKSZP|L0F63_006543-T1_mrna	L0F63_006543	2093.668	2092.478	2096.583	2093.096	2090.099	2086.527
unassigned_transcript_868	L0F63_006546	8.577	8.23	8.302	8.506	8.471	8.673
gnl|WGS:JAKSZP|L0F63_006551-T1_mrna	L0F63_006551	32.576	32.45	33.379	32.431	32.249	32.173
gnl|WGS:JAKSZP|L0F63_006580-T1_mrna	L0F63_006580	42.892	42.789	44.032	42.86	42.248	41.995
gnl|WGS:JAKSZP|L0F63_006581-T1_mrna	L0F63_006581	872.668	871.478	875.583	872.096	869.099	865.527
gnl|WGS:JAKSZP|L0F63_006582-T1_mrna	L0F63_006582	872.668	871.478	875.583	872.096	869.099	865.527
gnl|WGS:JAKSZP|L0F63_006583-T1_mrna	L0F63_006583	859.668	858.478	862.583	859.096	856.099	852.527
unassigned_transcript_869	L0F63_006590	8.997	8.84	8.942	8.973	9.032	9.158
gnl|WGS:JAKSZP|L0F63_006600-T1_mrna	L0F63_006600	394.694	393.527	397.621	394.131	391.144	387.651
gnl|WGS:JAKSZP|L0F63_006601-T1_mrna	L0F63_006601	803.669	802.478	806.583	803.096	800.099	796.527
unassigned_transcript_870	L0F63_006605	8.899	8.691	8.807	8.856	8.874	9.059
unassigned_transcript_871	L0F63_006606	8.222	7.716	8.055	8.108	7.949	8.389
gnl|WGS:JAKSZP|L0F63_006627-T1_mrna	L0F63_006627	959.668	958.478	962.583	959.096	956.099	952.527
gnl|WGS:JAKSZP|L0F63_006636-T1_mrna	L0F63_006636	1289.668	1288.478	1292.583	1289.096	1286.099	1282.527
gnl|WGS:JAKSZP|L0F63_006637-T1_mrna	L0F63_006637	896.668	895.478	899.583	896.096	893.099	889.527
gnl|WGS:JAKSZP|L0F63_006656-T1_mrna	L0F63_006656	116.21	115.627	118.366	116.087	113.954	112.514
gnl|WGS:JAKSZP|L0F63_006657-T1_mrna	L0F63_006657	1192.668	1191.478	1195.583	1192.096	1189.099	1185.527
unassigned_transcript_872	L0F63_006670	8.313	7.904	8.117	8.291	8.147	8.492
gnl|WGS:JAKSZP|L0F63_006671-T1_mrna	L0F63_006671	338.762	337.602	341.669	338.229	335.252	331.876
gnl|WGS:JAKSZP|L0F63_006678-T1_mrna	L0F63_006678	37.297	37.139	38.232	37.165	36.791	36.66
gnl|WGS:JAKSZP|L0F63_006679-T1_mrna	L0F63_006679	82.39	82.034	84.108	82.427	80.662	79.735
gnl|WGS:JAKSZP|L0F63_006702-T1_mrna	L0F63_006702	2819.668	2818.478	2822.583	2819.096	2816.099	2812.527
unassigned_transcript_873	L0F63_006737	8.724	8.409	8.455	8.617	8.6	8.803
unassigned_transcript_874	L0F63_006772	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_006783-T1_mrna	L0F63_006783	3446.668	3445.478	3449.583	3446.096	3443.099	3439.527
unassigned_transcript_875	L0F63_006816	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_006828-T1_mrna	L0F63_006828	173.376	172.458	175.94	172.963	170.456	168.112
gnl|WGS:JAKSZP|L0F63_006839-T1_mrna	L0F63_006839	968.668	967.478	971.583	968.096	965.099	961.527
gnl|WGS:JAKSZP|L0F63_006865-T1_mrna	L0F63_006865	584.67	583.485	587.589	584.096	581.103	577.53
gnl|WGS:JAKSZP|L0F63_006866-T1_mrna	L0F63_006866	797.669	796.478	800.583	797.096	794.099	790.527
gnl|WGS:JAKSZP|L0F63_006881-T1_mrna	L0F63_006881	83.188	82.836	84.921	83.231	81.449	80.508
gnl|WGS:JAKSZP|L0F63_006882-T1_mrna	L0F63_006882	2129.668	2128.478	2132.583	2129.096	2126.099	2122.527
gnl|WGS:JAKSZP|L0F63_006888-T1_mrna	L0F63_006888	311.853	310.676	314.729	311.318	308.361	305.063
gnl|WGS:JAKSZP|L0F63_006896-T1_mrna	L0F63_006896	467.677	466.495	470.596	467.104	464.114	460.568
gnl|WGS:JAKSZP|L0F63_006897-T1_mrna	L0F63_006897	38.501	38.373	39.499	38.411	37.974	37.816
gnl|WGS:JAKSZP|L0F63_006899-T1_mrna	L0F63_006899	296.924	295.746	299.788	296.391	293.439	290.209
unassigned_transcript_876	L0F63_006903	8.899	8.691	8.807	8.856	8.874	9.059
gnl|WGS:JAKSZP|L0F63_006921-T1_mrna	L0F63_006921	234.522	233.442	237.307	234.011	231.222	228.303
unassigned_transcript_877	L0F63_006924	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_006969-T1_mrna	L0F63_006969	1223.668	1222.478	1226.583	1223.096	1220.099	1216.527
gnl|WGS:JAKSZP|L0F63_007010-T1_mrna	L0F63_007010	529.673	528.489	532.59	529.096	526.104	522.541
gnl|WGS:JAKSZP|L0F63_007026-T1_mrna	L0F63_007026	394.694	393.527	397.621	394.131	391.144	387.651
gnl|WGS:JAKSZP|L0F63_007033-T1_mrna	L0F63_007033	3943.668	3942.478	3946.583	3943.096	3940.099	3936.527
unassigned_transcript_878	L0F63_007047	8.577	8.23	8.302	8.506	8.471	8.673
gnl|WGS:JAKSZP|L0F63_007065-T1_mrna	L0F63_007065	51.59	51.423	52.838	51.625	50.61	50.224
gnl|WGS:JAKSZP|L0F63_007071-T1_mrna	L0F63_007071	2210.668	2209.478	2213.583	2210.096	2207.099	2203.527
gnl|WGS:JAKSZP|L0F63_007124-T1_mrna	L0F63_007124	2024.668	2023.478	2027.583	2024.096	2021.099	2017.527
unassigned_transcript_879	L0F63_007132	8.899	8.691	8.807	8.856	8.874	9.059
gnl|WGS:JAKSZP|L0F63_007137-T1_mrna	L0F63_007137	101.436	100.96	103.429	101.414	99.412	98.207
gnl|WGS:JAKSZP|L0F63_007168-T1_mrna	L0F63_007168	264.153	263.021	266.99	263.619	260.725	257.629
gnl|WGS:JAKSZP|L0F63_007170-T1_mrna	L0F63_007170	533.673	532.489	536.59	533.096	530.104	526.539
gnl|WGS:JAKSZP|L0F63_007185-T1_mrna	L0F63_007185	1148.668	1147.478	1151.583	1148.096	1145.099	1141.527
gnl|WGS:JAKSZP|L0F63_007208-T1_mrna	L0F63_007208	752.669	751.478	755.583	752.096	749.099	745.527
unassigned_transcript_880	L0F63_007216	8.313	7.904	8.117	8.291	8.147	8.492
unassigned_transcript_881	L0F63_007217	8.222	7.716	8.055	8.108	7.949	8.389
gnl|WGS:JAKSZP|L0F63_007244-T1_mrna	L0F63_007244	1565.668	1564.478	1568.583	1565.096	1562.099	1558.527
gnl|WGS:JAKSZP|L0F63_007257-T1_mrna	L0F63_007257	1189.668	1188.478	1192.583	1189.096	1186.099	1182.527
gnl|WGS:JAKSZP|L0F63_007260-T1_mrna	L0F63_007260	375.712	374.547	378.63	375.158	372.164	368.705
gnl|WGS:JAKSZP|L0F63_007290-T1_mrna	L0F63_007290	261.183	260.054	264.015	260.642	257.765	254.679
gnl|WGS:JAKSZP|L0F63_007302-T1_mrna	L0F63_007302	1121.668	1120.478	1124.583	1121.096	1118.099	1114.527
unassigned_transcript_882	L0F63_007316	8.577	8.23	8.302	8.506	8.471	8.673
gnl|WGS:JAKSZP|L0F63_007329-T1_mrna	L0F63_007329	115.33	114.75	117.478	115.214	113.087	111.658
gnl|WGS:JAKSZP|L0F63_007379-T1_mrna	L0F63_007379	2576.668	2575.478	2579.583	2576.096	2573.099	2569.527
unassigned_transcript_883	L0F63_007387	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_007396-T1_mrna	L0F63_007396	1901.668	1900.478	1904.583	1901.096	1898.099	1894.527
gnl|WGS:JAKSZP|L0F63_007417-T1_mrna	L0F63_007417	252.28	251.156	255.109	251.741	248.892	245.856
gnl|WGS:JAKSZP|L0F63_007433-T1_mrna	L0F63_007433	1349.668	1348.478	1352.583	1349.096	1346.099	1342.527
gnl|WGS:JAKSZP|L0F63_007457-T1_mrna	L0F63_007457	2285.668	2284.478	2288.583	2285.096	2282.099	2278.527
gnl|WGS:JAKSZP|L0F63_007484-T1_mrna	L0F63_007484	1136.668	1135.478	1139.583	1136.096	1133.099	1129.527
gnl|WGS:JAKSZP|L0F63_007503-T1_mrna	L0F63_007503	546.671	545.488	549.589	546.096	543.103	539.537
unassigned_transcript_884	L0F63_007526	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_007529-T1_mrna	L0F63_007529	76.857	76.522	78.47	76.866	75.231	74.403
gnl|WGS:JAKSZP|L0F63_007530-T1_mrna	L0F63_007530	3538.668	3537.478	3541.583	3538.096	3535.099	3531.527
gnl|WGS:JAKSZP|L0F63_000019-T1_mrna	L0F63_000019	59.431	59.23	60.784	59.432	58.239	57.703
unassigned_transcript_885	L0F63_000020	9.452	9.33	9.311	9.288	9.421	9.46
gnl|WGS:JAKSZP|L0F63_000021-T1_mrna	L0F63_000021	2867.668	2866.478	2870.583	2867.096	2864.099	2860.527
unassigned_transcript_886	L0F63_000090	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_000091-T1_mrna	L0F63_000091	1508.668	1507.478	1511.583	1508.096	1505.099	1501.527
unassigned_transcript_887	L0F63_000092	8.425	8.064	8.197	8.416	8.327	8.578
unassigned_transcript_888	L0F63_000093	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_000094-T1_mrna	L0F63_000094	113.567	112.99	115.709	113.468	111.352	109.949
gnl|WGS:JAKSZP|L0F63_000125-T1_mrna	L0F63_000125	857.668	856.478	860.583	857.096	854.099	850.527
unassigned_transcript_889	L0F63_000126	8.222	7.716	8.055	8.108	7.949	8.389
gnl|WGS:JAKSZP|L0F63_000152-T1_mrna	L0F63_000152	99.721	99.273	101.707	99.719	97.738	96.559
gnl|WGS:JAKSZP|L0F63_000153-T1_mrna	L0F63_000153	30.325	30.188	31.034	30.167	30.068	30.047
gnl|WGS:JAKSZP|L0F63_000154-T1_mrna	L0F63_000154	356.73	355.564	359.643	356.186	353.197	349.779
unassigned_transcript_890	L0F63_000186	8.724	8.409	8.455	8.617	8.6	8.803
gnl|WGS:JAKSZP|L0F63_000187-T1_mrna	L0F63_000187	2192.668	2191.478	2195.583	2192.096	2189.099	2185.527
gnl|WGS:JAKSZP|L0F63_000224-T1_mrna	L0F63_000224	575.67	574.485	578.589	575.096	572.103	568.53
gnl|WGS:JAKSZP|L0F63_000225-T1_mrna	L0F63_000225	28.713	28.542	29.343	28.539	28.486	28.524
unassigned_transcript_891	L0F63_000248	8.425	8.064	8.197	8.416	8.327	8.578
unassigned_transcript_892	L0F63_000249	8.425	8.064	8.197	8.416	8.327	8.578
unassigned_transcript_893	L0F63_000280	8.577	8.23	8.302	8.506	8.471	8.673
gnl|WGS:JAKSZP|L0F63_000306-T1_mrna	L0F63_000306	1754.668	1753.478	1757.583	1754.096	1751.099	1747.527
gnl|WGS:JAKSZP|L0F63_000307-T1_mrna	L0F63_000307	1097.668	1096.478	1100.583	1097.096	1094.099	1090.527
gnl|WGS:JAKSZP|L0F63_000308-T1_mrna	L0F63_000308	425.682	424.507	428.61	425.112	422.127	418.601
gnl|WGS:JAKSZP|L0F63_000331-T1_mrna	L0F63_000331	788.669	787.478	791.583	788.096	785.099	781.527
gnl|WGS:JAKSZP|L0F63_000332-T1_mrna	L0F63_000332	168.624	167.716	171.173	168.229	165.743	163.457
gnl|WGS:JAKSZP|L0F63_000361-T1_mrna	L0F63_000361	136.902	136.13	139.273	136.66	134.335	132.586
gnl|WGS:JAKSZP|L0F63_000362-T1_mrna	L0F63_000362	1220.668	1219.478	1223.583	1220.096	1217.099	1213.527
gnl|WGS:JAKSZP|L0F63_000389-T1_mrna	L0F63_000389	125.137	124.45	127.359	124.945	122.711	121.145
gnl|WGS:JAKSZP|L0F63_000390-T1_mrna	L0F63_000390	626.669	625.48	629.586	626.096	623.102	619.528
gnl|WGS:JAKSZP|L0F63_000457-T1_mrna	L0F63_000457	3755.668	3754.478	3758.583	3755.096	3752.099	3748.527
gnl|WGS:JAKSZP|L0F63_000477-T1_mrna	L0F63_000477	728.669	727.478	731.585	728.096	725.099	721.527
unassigned_transcript_894	L0F63_000478	8.899	8.691	8.807	8.856	8.874	9.059
gnl|WGS:JAKSZP|L0F63_000556-T1_mrna	L0F63_000556	1127.668	1126.478	1130.583	1127.096	1124.099	1120.527
gnl|WGS:JAKSZP|L0F63_000557-T1_mrna	L0F63_000557	1541.668	1540.478	1544.583	1541.096	1538.099	1534.527
gnl|WGS:JAKSZP|L0F63_000572-T1_mrna	L0F63_000572	291.945	290.773	294.814	291.423	288.475	285.264
gnl|WGS:JAKSZP|L0F63_000573-T1_mrna	L0F63_000573	2618.668	2617.478	2621.583	2618.096	2615.099	2611.527
gnl|WGS:JAKSZP|L0F63_000574-T1_mrna	L0F63_000574	159.166	158.295	161.697	158.836	156.365	154.266
gnl|WGS:JAKSZP|L0F63_000575-T1_mrna	L0F63_000575	3104.668	3103.478	3107.583	3104.096	3101.099	3097.527
gnl|WGS:JAKSZP|L0F63_000593-T1_mrna	L0F63_000593	51.59	51.423	52.838	51.625	50.61	50.224
gnl|WGS:JAKSZP|L0F63_000594-T1_mrna	L0F63_000594	126.034	125.339	128.265	125.833	123.592	122.012
unassigned_transcript_895	L0F63_000618	8.724	8.409	8.455	8.617	8.6	8.803
gnl|WGS:JAKSZP|L0F63_000645-T1_mrna	L0F63_000645	1973.668	1972.478	1976.583	1973.096	1970.099	1966.527
unassigned_transcript_896	L0F63_000646	8.825	8.563	8.639	8.739	8.731	8.941
gnl|WGS:JAKSZP|L0F63_000665-T1_mrna	L0F63_000665	1394.668	1393.478	1397.583	1394.096	1391.099	1387.527
gnl|WGS:JAKSZP|L0F63_000666-T1_mrna	L0F63_000666	2606.668	2605.478	2609.583	2606.096	2603.099	2599.527
unassigned_transcript_897	L0F63_000667	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_000668-T1_mrna	L0F63_000668	545.671	544.488	548.589	545.096	542.103	538.537
gnl|WGS:JAKSZP|L0F63_000681-T1_mrna	L0F63_000681	792.669	791.478	795.583	792.096	789.099	785.527
gnl|WGS:JAKSZP|L0F63_000722-T1_mrna	L0F63_000722	761.669	760.478	764.583	761.096	758.099	754.527
gnl|WGS:JAKSZP|L0F63_000738-T1_mrna	L0F63_000738	758.669	757.478	761.583	758.096	755.099	751.527
gnl|WGS:JAKSZP|L0F63_000752-T1_mrna	L0F63_000752	467.677	466.495	470.596	467.104	464.114	460.568
gnl|WGS:JAKSZP|L0F63_000753-T1_mrna	L0F63_000753	782.669	781.478	785.583	782.096	779.099	775.527
gnl|WGS:JAKSZP|L0F63_000776-T1_mrna	L0F63_000776	2816.668	2815.478	2819.583	2816.096	2813.099	2809.527
unassigned_transcript_898	L0F63_000796	8.997	8.84	8.942	8.973	9.032	9.158
unassigned_transcript_899	L0F63_000797	7.624	7.292	7.889	7.58	7.448	8.002
gnl|WGS:JAKSZP|L0F63_000798-T1_mrna	L0F63_000798	329.781	328.62	332.682	329.253	326.283	322.93
gnl|WGS:JAKSZP|L0F63_000817-T1_mrna	L0F63_000817	1982.668	1981.478	1985.583	1982.096	1979.099	1975.527
gnl|WGS:JAKSZP|L0F63_000818-T1_mrna	L0F63_000818	208.084	207.074	210.794	207.608	204.906	202.205
gnl|WGS:JAKSZP|L0F63_000819-T1_mrna	L0F63_000819	1409.668	1408.478	1412.583	1409.096	1406.099	1402.527
gnl|WGS:JAKSZP|L0F63_000820-T1_mrna	L0F63_000820	50.902	50.738	52.147	50.931	49.948	49.57
unassigned_transcript_900	L0F63_000862	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_000878-T1_mrna	L0F63_000878	3299.668	3298.478	3302.583	3299.096	3296.099	3292.527
gnl|WGS:JAKSZP|L0F63_000879-T1_mrna	L0F63_000879	707.669	706.478	710.585	707.096	704.099	700.527
gnl|WGS:JAKSZP|L0F63_000880-T1_mrna	L0F63_000880	3272.668	3271.478	3275.583	3272.096	3269.099	3265.527
gnl|WGS:JAKSZP|L0F63_000881-T1_mrna	L0F63_000881	1874.668	1873.478	1877.583	1874.096	1871.099	1867.527
gnl|WGS:JAKSZP|L0F63_000918-T1_mrna	L0F63_000918	2756.668	2755.478	2759.583	2756.096	2753.099	2749.527
gnl|WGS:JAKSZP|L0F63_000942-T1_mrna	L0F63_000942	1577.668	1576.478	1580.583	1577.096	1574.099	1570.527
gnl|WGS:JAKSZP|L0F63_000943-T1_mrna	L0F63_000943	902.668	901.478	905.583	902.096	899.099	895.527
gnl|WGS:JAKSZP|L0F63_000944-T1_mrna	L0F63_000944	1417.668	1416.478	1420.583	1417.096	1414.099	1410.527
gnl|WGS:JAKSZP|L0F63_000960-T1_mrna	L0F63_000960	1787.668	1786.478	1790.583	1787.096	1784.099	1780.527
unassigned_transcript_901	L0F63_000961	9.577	9.474	9.433	9.397	9.525	9.566
gnl|WGS:JAKSZP|L0F63_000974-T1_mrna	L0F63_000974	1850.668	1849.478	1853.583	1850.096	1847.099	1843.527
gnl|WGS:JAKSZP|L0F63_000975-T1_mrna	L0F63_000975	80.802	80.442	82.488	80.825	79.091	78.203
gnl|WGS:JAKSZP|L0F63_000988-T1_mrna	L0F63_000988	914.668	913.478	917.583	914.096	911.099	907.527
gnl|WGS:JAKSZP|L0F63_001025-T1_mrna	L0F63_001025	494.675	493.491	497.591	494.102	491.107	487.551
gnl|WGS:JAKSZP|L0F63_001026-T1_mrna	L0F63_001026	1106.668	1105.478	1109.583	1106.096	1103.099	1099.527
unassigned_transcript_902	L0F63_001047	8.577	8.23	8.302	8.506	8.471	8.673
gnl|WGS:JAKSZP|L0F63_001063-T1_mrna	L0F63_001063	1325.668	1324.478	1328.583	1325.096	1322.099	1318.527
unassigned_transcript_903	L0F63_001076	8.577	8.23	8.302	8.506	8.471	8.673
gnl|WGS:JAKSZP|L0F63_001077-T1_mrna	L0F63_001077	1781.668	1780.478	1784.583	1781.096	1778.099	1774.527
gnl|WGS:JAKSZP|L0F63_001078-T1_mrna	L0F63_001078	1184.668	1183.478	1187.583	1184.096	1181.099	1177.527
gnl|WGS:JAKSZP|L0F63_001079-T1_mrna	L0F63_001079	737.669	736.478	740.585	737.096	734.099	730.527
unassigned_transcript_904	L0F63_001093	8.313	7.904	8.117	8.291	8.147	8.492
gnl|WGS:JAKSZP|L0F63_001094-T1_mrna	L0F63_001094	83.188	82.836	84.921	83.231	81.449	80.508
gnl|WGS:JAKSZP|L0F63_001109-T1_mrna	L0F63_001109	2711.668	2710.478	2714.583	2711.096	2708.099	2704.527
gnl|WGS:JAKSZP|L0F63_001110-T1_mrna	L0F63_001110	159.166	158.295	161.697	158.836	156.365	154.266
gnl|WGS:JAKSZP|L0F63_001167-T1_mrna	L0F63_001167	1280.668	1279.478	1283.583	1280.096	1277.099	1273.527
unassigned_transcript_905	L0F63_001185	8.577	8.23	8.302	8.506	8.471	8.673
gnl|WGS:JAKSZP|L0F63_001214-T1_mrna	L0F63_001214	1754.668	1753.478	1757.583	1754.096	1751.099	1747.527
unassigned_transcript_906	L0F63_001215	8.425	8.064	8.197	8.416	8.327	8.578
unassigned_transcript_907	L0F63_001236	8.577	8.23	8.302	8.506	8.471	8.673
gnl|WGS:JAKSZP|L0F63_001266-T1_mrna	L0F63_001266	1439.668	1438.478	1442.583	1439.096	1436.099	1432.527
gnl|WGS:JAKSZP|L0F63_001267-T1_mrna	L0F63_001267	3620.668	3619.478	3623.583	3620.096	3617.099	3613.527
gnl|WGS:JAKSZP|L0F63_001287-T1_mrna	L0F63_001287	115.33	114.75	117.478	115.214	113.087	111.658
gnl|WGS:JAKSZP|L0F63_001288-T1_mrna	L0F63_001288	398.693	397.524	401.619	398.128	395.141	391.645
gnl|WGS:JAKSZP|L0F63_001310-T1_mrna	L0F63_001310	1751.668	1750.478	1754.583	1751.096	1748.099	1744.527
gnl|WGS:JAKSZP|L0F63_001330-T1_mrna	L0F63_001330	2126.668	2125.478	2129.583	2126.096	2123.099	2119.527
gnl|WGS:JAKSZP|L0F63_001347-T1_mrna	L0F63_001347	2660.668	2659.478	2663.583	2660.096	2657.099	2653.527
unassigned_transcript_908	L0F63_001394	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_001405-T1_mrna	L0F63_001405	255.248	254.122	258.067	254.702	251.848	248.789
unassigned_transcript_909	L0F63_001436	8.825	8.563	8.639	8.739	8.731	8.941
gnl|WGS:JAKSZP|L0F63_001465-T1_mrna	L0F63_001465	469.677	468.495	472.596	469.104	466.114	462.568
gnl|WGS:JAKSZP|L0F63_001480-T1_mrna	L0F63_001480	1211.668	1210.478	1214.583	1211.096	1208.099	1204.527
gnl|WGS:JAKSZP|L0F63_001506-T1_mrna	L0F63_001506	2817.668	2816.478	2820.583	2817.096	2814.099	2810.527
gnl|WGS:JAKSZP|L0F63_001507-T1_mrna	L0F63_001507	347.745	346.583	350.654	347.205	344.22	340.826
gnl|WGS:JAKSZP|L0F63_001508-T1_mrna	L0F63_001508	722.669	721.478	725.585	722.096	719.099	715.527
gnl|WGS:JAKSZP|L0F63_001540-T1_mrna	L0F63_001540	6416.668	6415.478	6419.583	6416.096	6413.099	6409.527
unassigned_transcript_910	L0F63_001558	8.825	8.563	8.639	8.739	8.731	8.941
unassigned_transcript_911	L0F63_001573	8.899	8.691	8.807	8.856	8.874	9.059
gnl|WGS:JAKSZP|L0F63_001581-T1_mrna	L0F63_001581	605.669	604.484	608.589	605.096	602.103	598.529
gnl|WGS:JAKSZP|L0F63_001582-T1_mrna	L0F63_001582	299.905	298.731	302.774	299.374	296.42	293.181
gnl|WGS:JAKSZP|L0F63_001583-T1_mrna	L0F63_001583	205.167	204.155	207.871	204.691	202.005	199.335
gnl|WGS:JAKSZP|L0F63_001584-T1_mrna	L0F63_001584	1586.668	1585.478	1589.583	1586.096	1583.099	1579.527
gnl|WGS:JAKSZP|L0F63_001585-T1_mrna	L0F63_001585	191.605	190.616	194.259	191.149	188.524	185.991
unassigned_transcript_912	L0F63_001620	8.899	8.691	8.807	8.856	8.874	9.059
unassigned_transcript_913	L0F63_001641	8.222	7.716	8.055	8.108	7.949	8.389
unassigned_transcript_914	L0F63_001642	8.577	8.23	8.302	8.506	8.471	8.673
gnl|WGS:JAKSZP|L0F63_001643-T1_mrna	L0F63_001643	1064.668	1063.478	1067.583	1064.096	1061.099	1057.527
gnl|WGS:JAKSZP|L0F63_001682-T1_mrna	L0F63_001682	2354.668	2353.478	2357.583	2354.096	2351.099	2347.527
gnl|WGS:JAKSZP|L0F63_001683-T1_mrna	L0F63_001683	485.675	484.491	488.591	485.103	482.109	478.555
gnl|WGS:JAKSZP|L0F63_001699-T1_mrna	L0F63_001699	5795.668	5794.478	5798.583	5795.096	5792.099	5788.527
gnl|WGS:JAKSZP|L0F63_001700-T1_mrna	L0F63_001700	1046.668	1045.478	1049.583	1046.096	1043.099	1039.527
gnl|WGS:JAKSZP|L0F63_001713-T1_mrna	L0F63_001713	911.668	910.478	914.583	911.096	908.099	904.527
