task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
146	59/a65e35	1675497	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:35:52.561	2m 42s	2m 42s	104.2%	3.8 GB	7 GB	1.3 GB	551.3 KB
153	cc/42f012	1687121	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:37:46.343	52s	52s	119.1%	63 MB	524.5 MB	1.2 GB	17.7 MB
162	7d/562001	1691544	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:38:34.962	1m 9s	1m 8s	109.6%	110.1 MB	3.2 GB	1.2 GB	28.2 KB
157	0d/c5b2ab	1690327	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:38:26.005	1m 18s	1m 17s	105.9%	59.2 MB	3.2 GB	1.2 GB	1.4 KB
159	f6/f46c15	1697504	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:39:44.097	3.3s	3s	295.5%	43.2 MB	3.2 GB	30.2 MB	926 B
158	68/921379	1697462	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:39:43.996	59.6s	59s	112.2%	62.2 MB	3.2 GB	1.2 GB	13.9 MB
163	f9/d736a9	1692186	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:38:38.314	2m 33s	2m 33s	103.9%	2.9 GB	6.1 GB	1.2 GB	812.2 KB
164	9a/eeeada	1706878	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:41:11.805	2.2s	1s	95.0%	8.8 MB	19.7 MB	139.1 MB	138.6 MB
165	2e/88ef18	1707244	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:41:13.979	2.4s	2s	95.5%	8.7 MB	19.7 MB	131.8 MB	131.2 MB
169	78/1dc4e7	1707606	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:41:16.351	2.5s	1s	96.5%	8.6 MB	19.7 MB	118.6 MB	118.1 MB
170	f5/d68960	1707954	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:41:18.832	2.1s	1s	96.1%	8.6 MB	19.7 MB	115.3 MB	114.8 MB
160	76/e27b21	1704390	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:40:43.560	37.5s	37s	118.8%	602.4 MB	3.8 GB	116.6 MB	70.6 MB
161	c4/1a3487	1698414	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:39:47.371	1m 45s	1m 44s	103.4%	825.3 MB	3.9 GB	1.2 GB	1.8 KB
172	a8/05fc21	1708393	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:41:21.059	57.8s	57s	124.1%	61.1 MB	527.5 MB	1.3 GB	18 MB
182	73/1dc791	1714201	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:42:18.826	38.9s	38s	113.0%	706.7 MB	6.9 GB	114.3 MB	70.2 MB
183	6a/1faa47	1710513	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:41:32.800	2m 11s	2m 10s	102.2%	835.3 MB	3.9 GB	1.3 GB	1.8 KB
181	ca/c97902	1717554	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:42:57.752	1m 16s	1m 15s	107.7%	62.3 MB	3.2 GB	1.3 GB	13.8 MB
179	17/0b014c	1722756	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:43:43.956	1m 17s	1m 16s	108.5%	144.8 MB	3.3 GB	1.3 GB	28.3 KB
178	e7/55406c	1730019	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:45:01.024	1m 39s	1m 38s	104.5%	59.1 MB	3.2 GB	1.3 GB	1.4 KB
180	35/da20fa	1737168	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:46:40.091	3.6s	3s	295.7%	45.4 MB	3.2 GB	31.3 MB	926 B
202	94/dc104c	1737767	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:46:43.737	2.9s	2s	95.2%	8.6 MB	19.7 MB	136.2 MB	135.6 MB
203	c9/de0cec	1738152	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:46:46.637	2.3s	1s	96.1%	8.7 MB	19.7 MB	143.6 MB	143.1 MB
151	57/67812c	1682335	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:36:54.906	10m 1s	10m 1s	105.8%	4.1 GB	34 GB	14.7 GB	13.5 GB
204	f2/f1121b	1738424	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:46:48.931	7.8s	7s	96.1%	25.9 MB	41 MB	281.5 MB	19.2 MB
205	86/ff4a4a	1738425	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:46:48.937	8.6s	8s	94.9%	26.3 MB	41.1 MB	367.4 MB	23.2 MB
212	20/868feb	1738440	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:46:48.957	8.6s	7s	94.2%	24.9 MB	39.9 MB	354.8 MB	22.8 MB
206	de/c47b3f	1738426	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:46:48.942	8.9s	8s	96.0%	25.7 MB	40.5 MB	355.1 MB	22.6 MB
211	83/325f2e	1738434	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:46:48.952	8.9s	8s	94.6%	23.7 MB	38.9 MB	394.3 MB	23.8 MB
210	8d/927b6e	1738432	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:46:48.947	9.8s	9s	95.8%	24.4 MB	39.4 MB	416.3 MB	24.8 MB
177	77/a46718	1725929	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:44:13.459	2m 48s	2m 48s	103.5%	3.8 GB	7 GB	1.3 GB	658.3 KB
213	20/2a44a2	1741712	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:46:56.747	8s	7s	96.2%	25.6 MB	40.6 MB	344.9 MB	22.3 MB
214	b2/c87455	1742167	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:46:57.575	8.2s	8s	98.3%	24.4 MB	39.4 MB	407.4 MB	24.5 MB
215	63/7e1282	1742169	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:46:57.583	8.8s	9s	96.3%	23.5 MB	38.6 MB	429.9 MB	25.5 MB
209	f2/a7a478	1743647	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SE_GENE_UNIFIED (all_samples)	COMPLETED	0	2025-09-02 13:47:01.354	12.1s	11s	115.1%	675.9 MB	3.9 GB	30.3 MB	1.1 MB
207	07/257cd4	1741615	NFCORE_RNASEQ:RNASEQ:DESEQ2_QC_STAR_SALMON	COMPLETED	0	2025-09-02 13:46:56.261	22.1s	21s	144.8%	676.3 MB	4 GB	69.2 MB	687.2 KB
208	15/4e9967	1744967	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SE_TRANSCRIPT_UNIFIED (all_samples)	COMPLETED	0	2025-09-02 13:47:06.372	12.4s	12s	116.7%	672.1 MB	3.9 GB	29.3 MB	595.4 KB
173	57/2db8ff	1708353	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:41:20.919	11m 4s	11m 3s	108.1%	3.9 GB	34 GB	15.9 GB	14.5 GB
216	11/665c10	1757563	NFCORE_RNASEQ:RNASEQ:MULTIQC (1)	COMPLETED	0	2025-09-02 13:54:21.992	41.1s	38.3s	47.1%	1.4 GB	24.4 GB	175.7 MB	167.9 MB
